city,comparable,date,new_cases_raw,new_cases_7dayMA,new_cases_per1M_raw,new_cases_per1M_7dayMA,new_deaths_raw,new_deaths_7dayMA,new_deaths_per10M_raw,new_deaths_per10M_7dayMA
Columbus,0,2020-07-01,190,170.571428571429,14.5004960696024,13.0177385767709,3,4.42857142857143,22.8955201098985,33.7981487336597
Columbus,0,2020-07-02,0,146.857142857143,0,11.2079022252265,0,4.14285714285714,0,31.6176230089075
Columbus,0,2020-07-03,487,187.714285714286,37.1670609784019,14.3260540116222,10,4.85714285714286,76.3184003663283,37.068937320788
Columbus,0,2020-07-04,198,189.857142857143,15.111043272533,14.4895934409786,3,4,22.8955201098985,30.5273601465313
Columbus,0,2020-07-05,248,204.428571428571,18.9269632908494,15.6016615606023,2,4.14285714285714,15.2636800732657,31.6176230089075
Columbus,0,2020-07-06,139,204,10.6082576509196,15.568953674731,7,4.85714285714286,53.4228802564298,37.068937320788
Columbus,0,2020-07-07,177,205.571428571429,13.5083568648401,15.6888825895924,2,3.85714285714286,15.2636800732657,29.4370972841552
Columbus,0,2020-07-08,292,220.142857142857,22.2849729069679,16.800950709216,8,4.57142857142857,61.0547202930627,34.8884115960358
Columbus,0,2020-07-09,243,254.857142857143,18.5453712890178,19.45028946479,0,4.57142857142857,0,34.8884115960358
Columbus,0,2020-07-10,311,229.714285714286,23.7350225139281,17.531426827008,4,3.71428571428571,30.5273601465313,28.3468344217791
Columbus,0,2020-07-11,291,243,22.2086545066015,18.5453712890178,2,3.57142857142857,15.2636800732657,27.256571559403
Columbus,0,2020-07-12,311,252,23.7350225139281,19.2322368923147,2,3.57142857142857,15.2636800732657,27.256571559403
Columbus,0,2020-07-13,266,270.142857142857,20.3006944974433,20.6168707275324,2,2.85714285714286,15.2636800732657,21.8052572475224
Columbus,0,2020-07-14,273,283.857142857143,20.8349233000076,21.6635230754135,0,2.57142857142857,0,19.6247315227701
Columbus,0,2020-07-15,249,277.714285714286,19.0032816912158,21.1947100445918,0,1.42857142857143,0,10.9026286237612
Columbus,0,2020-07-16,276,282.428571428571,21.0638785011066,21.5544967891759,7,2.42857142857143,53.4228802564298,18.534468660394
Columbus,0,2020-07-17,313,282.714285714286,23.8876593146608,21.5763020464234,1,2,7.63184003663283,15.2636800732657
Columbus,0,2020-07-18,366,293.428571428571,27.9325345340762,22.3939991932055,4,2.28571428571429,30.5273601465313,17.4442057980179
Columbus,0,2020-07-19,223,280.857142857143,17.0190032816912,21.4345678743145,6,2.85714285714286,45.791040219797,21.8052572475224
Columbus,0,2020-07-20,245,277.857142857143,18.6980080897504,21.2056126732155,1,2.71428571428571,7.63184003663283,20.7149943851463
